Type de sainteté,Titulaire du dossier,Nom,Statut religieux,Statut,Sexe,Id
conf.,oui,Balbina,séculier,laïc,femme,Balbina (398)
conf.,oui,Baldericus,séculier,laïc,homme,Baldericus (399)
conf.,oui,Baldericus,régulier,ecclésiastique,homme,Baldericus (400)
conf.,oui,Baldomerus,séculier,ecclésiastique,homme,Baldomerus (401)
conf.,oui,Baldredus,régulier,ecclésiastique,homme,Baldredus (402)
conf.,oui,Baldus,régulier,laïc,homme,Baldus (403)
conf.,oui,Balduinus,régulier,ecclésiastique,homme,Balduinus (404)
martyr,oui,Balduinus,séculier,ecclésiastique,homme,Balduinus (405)
martyr,oui,Balsemius,séculier,ecclésiastique,homme,Balsemius (406)
conf.,oui,Balthildis,séculier,laïc,femme,Balthildis (407)
conf.,oui,Bandaridus,séculier,ecclésiastique,homme,Bandaridus (408)
martyr,oui,Barbara,séculier,laïc,femme,Barbara (409)
martyr,oui,Barbarus,séculier,ecclésiastique,homme,Barbarus (410)
conf.,oui,Barbatianus,séculier,ecclésiastique,homme,Barbatianus (411)
conf.,oui,Barbatus,séculier,ecclésiastique,homme,Barbatus (412)
conf.,oui,Bardo,séculier,ecclésiastique,homme,Bardo (413)
martyr,oui,Barga,séculier,laïc,femme,Barga (414)
conf.,oui,Barlaam,régulier,ecclésiastique,homme,Barlaam (415)
martyr,oui,Barnabas,séculier,ecclésiastique,homme,Barnabas (416)
conf.,oui,Barnardus,séculier,ecclésiastique,homme,Barnardus (417)
conf.,oui,Barontus,régulier,ecclésiastique,homme,Barontus (418)
conf.,oui,Barsanorius,régulier,ecclésiastique,homme,Barsanorius (419)
martyr,oui,Bartholomaeus,séculier,ecclésiastique,homme,Bartholomaeus (420)
conf.,oui,Bartholomaeus,régulier,ecclésiastique,homme,Bartholomaeus (421)
martyr,non,Barulas,séculier,laïc,homme,Barulas (422)
martyr,oui,Basilia,séculier,laïc,femme,Basilia (423)
martyr,oui,Basilides,séculier,laïc,homme,Basilides (424)
martyr,oui,Basiliscus,séculier,laïc,homme,Basiliscus (425)
martyr,non,Basilissa,régulier,ecclésiastique,femme,Basilissa (426)
conf.,oui,Basilius,séculier,ecclésiastique,homme,Basilius (427)
conf.,oui,Basinus,séculier,ecclésiastique,homme,Basinus (428)
martyr,oui,Basinus,séculier,laïc,homme,Basinus (429)
conf.,oui,Basolus,régulier,ecclésiastique,homme,Basolus (430)
martyr,non,Bassa,séculier,laïc,homme,Bassa (431)
conf.,oui,Bassianus,séculier,ecclésiastique,homme,Bassianus (432)
martyr,oui,Bassus,séculier,ecclésiastique,homme,Bassus (433)
martyr,oui,Baudelius,séculier,laïc,homme,Baudelius (434)
conf.,oui,Baumadus,régulier,ecclésiastique,homme,Baumadus (435)
conf.,oui,Bavo,régulier,ecclésiastique,homme,Bavo (436)
conf.,oui,Baya,séculier,laïc,femme,Baya (437)
martyr,non,Beatrix,séculier,laïc,femme,Beatrix (438)
conf.,oui,Beatrix,régulier,ecclésiastique,femme,Beatrix (439)
conf.,oui,Beatus,séculier,ecclésiastique,homme,Beatus (440)
conf.,oui,Beatus,séculier,ecclésiastique,homme,Beatus (441)
conf.,oui,Beda,régulier,ecclésiastique,homme,Beda (442)
conf.,oui,Beda,régulier,ecclésiastique,homme,Beda (443)
conf.,oui,Bega,régulier,ecclésiastique,femme,Bega (444)
conf.,oui,Begga,séculier,laïc,femme,Begga (445)
martyr,non,Beldinis,séculier,ecclésiastique,femme,Beldinis (446)
martyr,oui,Bellinus,séculier,ecclésiastique,homme,Bellinus (447)
martyr,oui,Benedicta,séculier,laïc,femme,Benedicta (448)
martyr,non,Benedictus,séculier,laïc,homme,Benedictus (449)
martyr,non,Benedictus,régulier,ecclésiastique,homme,Benedictus (450)
conf.,oui,Benedictus,séculier,ecclésiastique,homme,Benedictus (451)
conf.,oui,Benedictus,séculier,ecclésiastique,homme,Benedictus (452)
conf.,oui,Benedictus,régulier,ecclésiastique,homme,Benedictus (453)
conf.,oui,Benedictus,séculier,laïc,homme,Benedictus (454)
conf.,oui,Benedictus,régulier,ecclésiastique,homme,Benedictus (455)
conf.,oui,Benedictus,régulier,ecclésiastique,homme,Benedictus (456)
conf.,oui,Benedictus,régulier,ecclésiastique,homme,Benedictus (457)
conf.,oui,Benedictus,régulier,ecclésiastique,homme,Benedictus (458)
conf.,oui,Benedictus,régulier,ecclésiastique,homme,Benedictus (459)
martyr,oui,Benedictus,régulier,ecclésiastique,homme,Benedictus (460)
conf.,oui,Benevenuta,régulier,laïc,femme,Benevenuta (461)
conf.,oui,Benevenutus,régulier,ecclésiastique,homme,Benevenutus (462)
martyr,non,Benignus,séculier,ecclésiastique,homme,Benignus (463)
conf.,oui,Benignus,séculier,ecclésiastique,homme,Benignus (464)
martyr,oui,Benignus,séculier,ecclésiastique,homme,Benignus (465)
martyr,oui,Benignus,séculier,ecclésiastique,homme,Benignus (466)
conf.,oui,Benignus,régulier,ecclésiastique,homme,Benignus (467)
conf.,oui,Benno,séculier,ecclésiastique,homme,Benno (468)
conf.,oui,Berachius,indéterminé,ecclésiastique,homme,Berachius (469)
martyr,oui,Beraldus,régulier,ecclésiastique,homme,Beraldus (470)
conf.,oui,Berardus,séculier,ecclésiastique,homme,Berardus (471)
conf.,oui,Berardus,séculier,ecclésiastique,homme,Berardus (472)
conf.,oui,Berarius,séculier,ecclésiastique,homme,Berarius (473)
martyr,oui,Bercharius,régulier,ecclésiastique,homme,Bercharius (474)
conf.,oui,Beregisus,régulier,ecclésiastique,homme,Beregisus (475)
conf.,oui,Berengarius,régulier,ecclésiastique,homme,Berengarius (476)
conf.,oui,Berlendis,régulier,laïc,femme,Berlendis (477)
conf.,oui,Bernacus,régulier,ecclésiastique,homme,Bernacus (478)
conf.,oui,Bernardinus,régulier,ecclésiastique,homme,Bernardinus (479)
conf.,oui,Bernardus,séculier,laïc,homme,Bernardus (480)
conf.,oui,Bernardus,séculier,laïc,homme,Bernardus (481)
conf.,oui,Bernardus,séculier,laïc,homme,Bernardus (482)
conf.,oui,Bernardus,séculier,ecclésiastique,homme,Bernardus (483)
conf.,oui,Bernardus,séculier,ecclésiastique,homme,Bernardus (484)
conf.,oui,Bernardus,régulier,ecclésiastique,homme,Bernardus (485)
conf.,oui,Bernardus,séculier,ecclésiastique,homme,Bernardus (486)
conf.,oui,Bernardus,séculier,ecclésiastique,homme,Bernardus (487)
conf.,oui,Bernardus,séculier,ecclésiastique,homme,Bernardus (488)
conf.,oui,Bernardus,régulier,ecclésiastique,homme,Bernardus (489)
conf.,oui,Bernerius,régulier,ecclésiastique,homme,Bernerius (490)
conf.,oui,Berno,régulier,ecclésiastique,homme,Berno (491)
conf.,oui,Bernwardus,séculier,ecclésiastique,homme,Bernwardus (492)
conf.,oui,Bertellinus,régulier,ecclésiastique,homme,Bertellinus (493)
conf.,oui,Bertha,régulier,ecclésiastique,femme,Bertha (494)
conf.,oui,Bertha,régulier,ecclésiastique,femme,Bertha (495)
martyr,oui,Bertharius,régulier,ecclésiastique,homme,Bertharius (496)
martyr,oui,Bertharius,séculier,ecclésiastique,homme,Bertharius (497)
conf.,oui,Bertholdus,régulier,ecclésiastique,homme,Bertholdus (498)
conf.,oui,Bertholdus,régulier,ecclésiastique,homme,Bertholdus (499)
conf.,oui,Bertholdus,régulier,ecclésiastique,homme,Bertholdus (500)
conf.,oui,Bertholdus,régulier,ecclésiastique,homme,Bertholdus (501)
conf.,oui,Bertichramnus,séculier,ecclésiastique,homme,Bertichramnus (502)
conf.,oui,Bertila,régulier,ecclésiastique,femme,Bertila (503)
conf.,oui,Bertilia,régulier,laïc,femme,Bertilia (504)
conf.,oui,Bertinus,régulier,ecclésiastique,homme,Bertinus (505)
martyr,oui,Bertivinus,séculier,ecclésiastique,homme,Bertivinus (506)
martyr,oui,Bertrandus,séculier,ecclésiastique,homme,Bertrandus (507)
conf.,oui,Bertrandus,séculier,ecclésiastique,homme,Bertrandus (508)
conf.,oui,Bertrandus,séculier,ecclésiastique,homme,Bertrandus (509)
conf.,oui,Bertuinus,séculier,ecclésiastique,homme,Bertuinus (510)
conf.,oui,Bertulfus,régulier,ecclésiastique,homme,Bertulfus (511)
conf.,oui,Bertulfus,régulier,ecclésiastique,homme,Bertulfus (512)
conf.,oui,Betharius,séculier,ecclésiastique,homme,Betharius (513)
conf.,oui,Betto,séculier,ecclésiastique,homme,Betto (514)
martyr,oui,Bibiana,séculier,laïc,femme,Bibiana (515)
conf.,oui,Bibianus,séculier,ecclésiastique,homme,Bibianus (516)
conf.,oui,Bilihildis,régulier,laïc,femme,Bilihildis (517)
conf.,oui,Birgitta,régulier,laïc,femme,Birgitta (518)
conf.,oui,Birinus,séculier,ecclésiastique,homme,Birinus (519)
conf.,oui,Birnstanus,séculier,ecclésiastique,homme,Birnstanus (520)
conf.,oui,Blaanus,séculier,ecclésiastique,homme,Blaanus (521)
conf.,oui,Blaesilla,séculier,laïc,femme,Blaesilla (522)
martyr,oui,Blaithmacus,indéterminé,ecclésiastique,homme,Blaithmacus (523)
martyr,oui,Blandina,séculier,laïc,femme,Blandina (524)
conf.,oui,Blandinus,régulier,ecclésiastique,homme,Blandinus (525)
martyr,oui,Blasius,séculier,ecclésiastique,homme,Blasius (526)
conf.,oui,Blitharius,séculier,ecclésiastique,homme,Blitharius (527)
conf.,oui,Boamirus,régulier,ecclésiastique,homme,Boamirus (528)
conf.,oui,Bobo,séculier,ecclésiastique,homme,Bobo (529)
conf.,oui,Bobulenus,régulier,ecclésiastique,homme,Bobulenus (530)
conf.,oui,Boethius,séculier,ecclésiastique,homme,Boethius (531)
conf.,oui,Bona,séculier,laïc,femme,Bona (532)
conf.,oui,Bona,régulier,laïc,femme,Bona (533)
conf.,oui,Bonaventura,régulier,ecclésiastique,homme,Bonaventura (534)
conf.,oui,Bonfilius,séculier,ecclésiastique,homme,Bonfilius (535)
martyr,non,Bonifatius,séculier,ecclésiastique,homme,Bonifatius (536)
martyr,non,Bonifatius,séculier,laïc,homme,Bonifatius (537)
conf.,oui,Bonifatius,séculier,ecclésiastique,homme,Bonifatius (538)
conf.,oui,Bonifatius,séculier,ecclésiastique,homme,Bonifatius (539)
conf.,oui,Bonifatius,séculier,ecclésiastique,homme,Bonifatius (540)
conf.,oui,Bonifatius,séculier,ecclésiastique,homme,Bonifatius (541)
conf.,oui,Bonifatius,séculier,ecclésiastique,homme,Bonifatius (542)
martyr,oui,Bonifatius,séculier,ecclésiastique,homme,Bonifatius (543)
martyr,oui,Bonifatius,séculier,laïc,homme,Bonifatius (544)
martyr,oui,Bonifatius,séculier,laïc,homme,Bonifatius (545)
martyr,oui,Bonifatius,séculier,laïc,homme,Bonifatius (546)
conf.,oui,Bonitus,séculier,ecclésiastique,homme,Bonitus (547)
conf.,oui,Bononius,régulier,ecclésiastique,homme,Bononius (548)
martyr,oui,Bonosa,séculier,laïc,femme,Bonosa (549)
martyr,oui,Bonosus,séculier,laïc,homme,Bonosus (550)
conf.,oui,Botulfus,régulier,ecclésiastique,homme,Botulfus (551)
martyr,oui,Botvidus,séculier,laïc,homme,Botvidus (552)
conf.,oui,Bova,régulier,ecclésiastique,femme,Bova (553)
conf.,non,Brachio,régulier,ecclésiastique,homme,Brachio (554)
conf.,oui,Brandanus,régulier,ecclésiastique,homme,Brandanus (555)
conf.,oui,Brandanus,régulier,ecclésiastique,homme,Brandanus (556)
conf.,oui,Bregwinus,séculier,ecclésiastique,homme,Bregwinus (557)
conf.,oui,Briccius,séculier,ecclésiastique,homme,Briccius (558)
conf.,oui,Briccius,séculier,ecclésiastique,homme,Briccius (559)
conf.,oui,Brigida,régulier,laïc,femme,Brigida (560)
martyr,non,Brigida,séculier,laïc,femme,Brigida (561)
conf.,oui,Briocus,séculier,ecclésiastique,homme,Briocus (562)
conf.,oui,Brithunus,régulier,ecclésiastique,homme,Brithunus (563)
conf.,non,Britta,séculier,laïc,femme,Britta (564)
conf.,oui,Brocardus,régulier,ecclésiastique,homme,Brocardus (565)
conf.,oui,Bruno,régulier,ecclésiastique,homme,Bruno (566)
conf.,oui,Bruno,séculier,ecclésiastique,homme,Bruno (567)
martyr,oui,Bruno,séculier,ecclésiastique,homme,Bruno (568)
conf.,oui,Bruno,séculier,ecclésiastique,homme,Bruno (569)
conf.,oui,Bruno,séculier,ecclésiastique,homme,Bruno (570)
conf.,oui,Brynolfus,séculier,ecclésiastique,homme,Brynolfus (571)
conf.,oui,Budocus,séculier,ecclésiastique,homme,Budocus (572)
conf.,oui,Burchardus,séculier,ecclésiastique,homme,Burchardus (573)
conf.,oui,Burchardus,séculier,laïc,homme,Burchardus (574)
conf.,oui,Burchardus,séculier,ecclésiastique,homme,Burchardus (575)
conf.,oui,Burchardus,régulier,ecclésiastique,homme,Burchardus (576)
conf.,oui,Burgundofara,régulier,ecclésiastique,femme,Burgundofara (577)
conf.,oui,Caddroe,régulier,ecclésiastique,homme,Caddroe (578)
martyr,oui,Cadocus,régulier,ecclésiastique,homme,Cadocus (579)
martyr,oui,Caecilia,séculier,laïc,femme,Caecilia (580)
martyr,non,Caecilius,séculier,ecclésiastique,homme,Caecilius (581)
conf.,oui,Caedmon,régulier,ecclésiastique,homme,Caedmon (582)
conf.,oui,Caelestinus,séculier,ecclésiastique,homme,Caelestinus (583)
martyr,oui,Caesaraugustani,séculier,laïc,homme,Caesaraugustani (584)
conf.,oui,Caesarius,séculier,ecclésiastique,homme,Caesarius (585)
martyr,oui,Caesarius,séculier,ecclésiastique,homme,Caesarius (586)
conf.,oui,Cainechus,régulier,ecclésiastique,homme,Cainechus (587)
martyr,oui,Calepodius,séculier,ecclésiastique,homme,Calepodius (588)
martyr,non,Calepodius,séculier,ecclésiastique,homme,Calepodius (589)
martyr,oui,Calimerus,séculier,ecclésiastique,homme,Calimerus (590)
martyr,non,Callinicus,séculier,laïc,homme,Callinicus (591)
martyr,oui,Callistus,séculier,ecclésiastique,homme,Callistus (592)
conf.,oui,Calminius,séculier,laïc,homme,Calminius (593)
martyr,oui,Calocerus,séculier,laïc,homme,Calocerus (594)
conf.,oui,Calocerus,séculier,ecclésiastique,homme,Calocerus (595)
martyr,oui,Calocerus,séculier,laïc,homme,Calocerus (596)
conf.,oui,Caluppa,régulier,ecclésiastique,homme,Caluppa (597)
martyr,oui,Candia,séculier,laïc,femme,Candia (598)
martyr,non,Candida,séculier,laïc,femme,Candida (599)
conf.,non,Candida,régulier,laïc,femme,Candida (600)
martyr,oui,Candida,séculier,laïc,femme,Candida (601)
conf.,oui,Candida,séculier,laïc,femme,Candida (602)
martyr,non,Candidianus,séculier,laïc,homme,Candidianus (603)
martyr,oui,Candidus,séculier,laïc,homme,Candidus (604)
conf.,oui,Canio,séculier,ecclésiastique,homme,Canio (605)
conf.,oui,Cannatus,séculier,ecclésiastique,homme,Cannatus (606)
martyr,non,Cantianilla,séculier,laïc,femme,Cantianilla (607)
martyr,non,Cantianus,séculier,laïc,homme,Cantianus (608)
martyr,oui,Cantius,séculier,laïc,homme,Cantius (609)
martyr,oui,Canutus,séculier,laïc,homme,Canutus (610)
conf.,oui,Canutus,séculier,laïc,homme,Canutus (611)
martyr,oui,Capellus,séculier,laïc,homme,Capellus (612)
martyr,non,Caprasius,séculier,laïc,homme,Caprasius (613)
martyr,oui,Caprasius,séculier,laïc,homme,Caprasius (614)
conf.,oui,Caprasius,régulier,ecclésiastique,homme,Caprasius (615)
conf.,oui,Caradocus,régulier,ecclésiastique,homme,Caradocus (616)
conf.,oui,Caradocus,régulier,ecclésiastique,homme,Caradocus (617)
conf.,oui,Carantocus,régulier,ecclésiastique,homme,Carantocus (618)
martyr,oui,Caraunus,séculier,ecclésiastique,homme,Caraunus (619)
conf.,oui,Carileffus,régulier,ecclésiastique,homme,Carileffus (620)
martyr,non,Caritas,séculier,laïc,femme,Caritas (621)
conf.,oui,Carolus,séculier,laïc,homme,Carolus (622)
martyr,oui,Carolus,séculier,laïc,homme,Carolus (623)
conf.,oui,Carolus,séculier,laïc,homme,Carolus (624)
conf.,oui,Carolus,régulier,ecclésiastique,homme,Carolus (625)
martyr,non,Carponius,séculier,laïc,homme,Carponius (626)
martyr,oui,Carpophorus,séculier,ecclésiastique,homme,Carpophorus (627)
martyr,non,Carpophorus,séculier,laïc,homme,Carpophorus (628)
martyr,non,Carpophorus,séculier,laïc,homme,Carpophorus (629)
conf.,oui,Carpus,séculier,ecclésiastique,homme,Carpus (630)
conf.,oui,Carthacus,séculier,ecclésiastique,homme,Carthacus (631)
martyr,oui,Cassianus,séculier,laïc,homme,Cassianus (632)
martyr,oui,Cassianus,séculier,ecclésiastique,homme,Cassianus (633)
martyr,oui,Cassianus,séculier,laïc,homme,Cassianus (634)
martyr,oui,Cassianus,séculier,ecclésiastique,homme,Cassianus (635)
conf.,oui,Cassius,séculier,ecclésiastique,homme,Cassius (636)
martyr,non,Cassius,séculier,ecclésiastique,homme,Cassius (637)
martyr,non,Cassius,séculier,laïc,homme,Cassius (638)
conf.,oui,Castor,séculier,ecclésiastique,homme,Castor (639)
conf.,oui,Castor,séculier,ecclésiastique,homme,Castor (640)
martyr,non,Castorius,séculier,laïc,homme,Castorius (641)
conf.,oui,Castrensis,séculier,ecclésiastique,homme,Castrensis (642)
conf.,oui,Castricianus,séculier,ecclésiastique,homme,Castricianus (643)
martyr,oui,Castulus,séculier,laïc,homme,Castulus (644)
martyr,oui,Castus,séculier,ecclésiastique,homme,Castus (645)
martyr,oui,Castus,séculier,ecclésiastique,homme,Castus (646)
conf.,oui,Cataldus,séculier,ecclésiastique,homme,Cataldus (647)
martyr,oui,Catervus,séculier,laïc,homme,Catervus (648)
martyr,oui,Catharina,séculier,laïc,femme,Catharina (649)
conf.,oui,Catharina,régulier,ecclésiastique,femme,Catharina (650)
conf.,oui,Catharina,régulier,laïc,femme,Catharina (651)
conf.,oui,Catharina,régulier,laïc,femme,Catharina (652)
conf.,oui,Ceadda,séculier,ecclésiastique,homme,Ceadda (653)
conf.,oui,Cedd,séculier,ecclésiastique,homme,Cedd (654)
martyr,non,Celedonius,séculier,laïc,homme,Celedonius (655)
conf.,oui,Celerinus,séculier,ecclésiastique,homme,Celerinus (656)
conf.,oui,Celsus,séculier,ecclésiastique,homme,Celsus (657)
martyr,non,Celsus,séculier,laïc,homme,Celsus (658)
martyr,non,Censurinus,séculier,laïc,homme,Censurinus (659)
martyr,oui,Censurinus,séculier,laïc,homme,Censurinus (660)
conf.,oui,Censurius,séculier,ecclésiastique,homme,Censurius (661)
martyr,oui,Centolla,séculier,laïc,femme,Centolla (662)
conf.,oui,Ceolfridus,régulier,ecclésiastique,homme,Ceolfridus (663)
conf.,oui,Cerbonius,séculier,laïc,homme,Cerbonius (664)
martyr,non,Cerealis,séculier,laïc,homme,Cerealis (665)
martyr,oui,Cetheus,séculier,ecclésiastique,homme,Cetheus (666)
martyr,non,Chiona,séculier,laïc,femme,Chiona (667)
conf.,oui,Chlodovaldus,séculier,ecclésiastique,homme,Chlodovaldus (668)
conf.,oui,Chlodulfus,séculier,ecclésiastique,homme,Chlodulfus (669)
martyr,non,Christeta,séculier,laïc,femme,Christeta (670)
conf.,oui,Christianus,séculier,ecclésiastique,homme,Christianus (671)
conf.,oui,Christina,régulier,laïc,femme,Christina (672)
conf.,oui,Christina,régulier,laïc,femme,Christina (673)
conf.,oui,Christina,régulier,ecclésiastique,femme,Christina (674)
conf.,oui,Christina,séculier,laïc,femme,Christina (675)
martyr,oui,Christina,séculier,laïc,femme,Christina (676)
conf.,oui,Christophorus,régulier,laïc,homme,Christophorus (677)
martyr,oui,Christophorus,régulier,ecclésiastique,homme,Christophorus (678)
martyr,oui,Christophorus,séculier,laïc,homme,Christophorus (679)
conf.,oui,Chrodegangus,séculier,ecclésiastique,homme,Chrodegangus (680)
martyr,oui,Chrodegangus,séculier,ecclésiastique,homme,Chrodegangus (681)
martyr,non,Chromatius,séculier,laïc,homme,Chromatius (682)
conf.,oui,Chrotildis,séculier,laïc,femme,Chrotildis (683)
martyr,oui,Chrysantus,séculier,laïc,homme,Chrysantus (684)
martyr,oui,Chrysogonus,séculier,ecclésiastique,homme,Chrysogonus (685)
martyr,oui,Chrysolius,séculier,ecclésiastique,homme,Chrysolius (686)
martyr,oui,Chrysopolitus,séculier,ecclésiastique,homme,Chrysopolitus (687)
martyr,oui,Cirycus,séculier,laïc,homme,Cirycus (688)
conf.,oui,Clara,régulier,ecclésiastique,femme,Clara (689)
conf.,oui,Clara,régulier,ecclésiastique,femme,Clara (690)
martyr,oui,Clarus,séculier,ecclésiastique,homme,Clarus (691)
conf.,oui,Clarus,séculier,ecclésiastique,homme,Clarus (692)
conf.,oui,Clarus,régulier,ecclésiastique,homme,Clarus (693)
martyr,oui,Clarus,régulier,ecclésiastique,homme,Clarus (694)
martyr,oui,Claudius,séculier,laïc,homme,Claudius (695)
martyr,oui,Claudius,séculier,laïc,homme,Claudius (696)
martyr,oui,Claudius,séculier,laïc,homme,Claudius (697)
martyr,oui,Claudius,séculier,laïc,homme,Claudius (698)
conf.,oui,Claudius,régulier,ecclésiastique,homme,Claudius (699)
conf.,non,Clemens,séculier,laïc,homme,Clemens (700)
martyr,oui,Clemens,séculier,ecclésiastique,homme,Clemens (701)
conf.,oui,Clemens,séculier,ecclésiastique,homme,Clemens (702)
conf.,oui,Clemens,séculier,ecclésiastique,homme,Clemens (703)
conf.,oui,Cleophas,séculier,laïc,homme,Cleophas (704)
conf.,oui,Cletus,séculier,ecclésiastique,homme,Cletus (705)
martyr,oui,Clitaucus,séculier,laïc,homme,Clitaucus (706)
conf.,oui,Coemgenus,régulier,ecclésiastique,homme,Coemgenus (707)
martyr,oui,Cointa,séculier,laïc,femme,Cointa (708)
conf.,oui,Coleta,régulier,ecclésiastique,femme,Coleta (709)
