Code dossier BHL,Rubrique courte,Sexe,Statut,Statut religieux,Rubrique,Relations : Dossiers BHL / Codes BHL,Relations : Dossiers BHL / Saints,type.canondate
Urbanus02,Urbanus II p.,homme,ecclésiastique,séculier,Urbanus II papa,"['BHL 8393 | Vita auct. Petro Guilelmo', 'BHL 8394 | Vita auct. Ptolomaeo de Luca', 'BHL 8395 | Vita (ex Bernardi Guidonis Flor. chron.)', 'BHL 8396 | Vita auct. Amalrico Augerio', 'BHL Urbanus02 |']",['Urbanus (3093)'],
Urbanus03,Urbanus V p.,homme,ecclésiastique,séculier,Urbanus V papa,"['BHL 8397 | De vita et miraculis (Inquisitio facta an. 1390)', 'BHL 8398 | Vita', 'BHL 8399 | Vita auct. Wernero canon. Leodiensi (?)', 'BHL 8400 | Vita auct. Wernero canon. Leodiensi (?)', 'BHL 8401 | Vita auct. Wernero canon. Leodiensi (?)', 'BHL 8402 | Vita auct. Wernero canon. Leodiensi (?)', 'BHL 8403 | Vita auct. Aymerico de Peyrico ab. Moissiacensi', 'BHL 8404 | Vita auct. Petro de Herenthals priore Floreffiensi', 'BHL 8405 | Vita', 'BHL 8406 | Vita auct. Stephano de Contiaco mon. Corbeiensi', 'BHL Urbanus03 |']",['Urbanus (3094)'],
Urbanus04,Urbanus ep. Lingonensis,homme,ecclésiastique,séculier,Urbanus ep. Lingonensis,"['BHL 8407 | Vita', 'BHL Urbanus04 |']",['Urbanus (3095)'],
Urbanus05,Urbanus ep. Teanensis,homme,ecclésiastique,séculier,Urbanus ep. Teanensis,"['BHL 8408 | Vita', 'BHL Urbanus05 |']",['Urbanus (3096)'],
Urbicus,Urbicus erem. in Hispania,homme,ecclésiastique,régulier,Urbicus erem. in Hispania,"['BHL 8408m |', 'BHL Urbicus |']",['Urbicus (3733)'],
Ursicinus01,Ursicinus ep. Ravennas,homme,ecclésiastique,séculier,Ursicinus ep. Ravennas,"['BHL 8409 | Vita (in Agnelli Lib. pont. eccl. Ravenn., episc. XXIV)', 'BHL Ursicinus01 |']",['Ursicinus (3097)'],
Ursicinus02,Ursicinus medicus m.,homme,laïc,séculier,Ursicinus medicus m. Ravennae,"['BHL 8410 | Passio', 'BHL 8410a |', 'BHL Ursicinus02 |']",['Ursicinus (3098)'],
Ursicinus03,Ursicinus erem. Iurensis,homme,ecclésiastique,régulier,"Ursicinus erem. Iurensis, fundator monast. S. Ursicini in dioec. Basiliensi",['BHL Ursicinus03 |'],['Ursicinus (3734)'],
Ursinus,Ursinus ep. Bituricensis,homme,ecclésiastique,séculier,Ursinus ep. Bituricensis,"['BHL 8411 | Revelatio corporis saec. VI med.', 'BHL 8412 | Vita', 'BHL 8413 | Vita', 'BHL 8414 | Epitomae', 'BHL 8415 | Epitomae', 'BHL 8415b |', 'BHL Ursinus |']",['Ursinus (3099)'],
Ursius,Ursius conf. in agro Vicentino,homme,laïc,séculier,Ursius conf. in agro Vicentino,['BHL Ursius |'],['Ursius (3100)'],
Ursmarus,Ursmarus ab. Lobiensis,homme,ecclésiastique,séculier,"Ursmarus ep., ab. Lobiensis","['BHL 8416 | Vita auct. Ansone ab. Lobiensi', 'BHL 8417 | Vita auct. Ratherio ep. Veronensi', 'BHL 8418 | Prologus alter in Vita auct. Ratherio ep. Veronensi', 'BHL 8418b |', 'BHL 8419 | Vita metrica auct. Harigero ab. Lobiensi', 'BHL 8420 | Miracula SS. Ursmari et Ermini (auct. Folcuino ab. Lobiensi)', 'BHL 8421 | Miracula SS. Ursmari et Ermini (scriptum ante an. 990)', 'BHL 8422 | Miracula SS. Ursmari et Ermini (scripta saec. XI)', 'BHL 8423 | Miracula SS. Ursmari et Ermini (scripta an. 1057)', 'BHL 8424 | Miracula SS. Ursmari et Ermini (scripta post an. 1090)', 'BHL 8425 | Miracula S. Ursmari in itinere per Flandriam an. 1060 facta', 'BHL 8425b | Carmen', 'BHL Ursmarus |']",['Ursmarus (3101)'],
Ursula,Ursula et sociae (11000 vv.),femme,laïc,séculier,Ursula et sociae (11000) vv. et mm. cultae Coloniae,"['BHL 8426 | Sermo in natali', 'BHL 8427 | Passio auct. H...', 'BHL 8427z |', 'BHL 8428 | Passio', 'BHL 8429 | Passio', 'BHL 8430 | Passio', 'BHL 8430$ | Narratio Galfridi Monumetensis, Hist. Brit. V, 9-16', 'BHL 8430a |', 'BHL 8431 | Liber revelationum B. Elisabeth Shonaugiensis de sacro exercitu virginum Coloniensium', 'BHL 8432 | Liber revelationum B. Elisabeth Shonaugiensis de sacro exercitu virginum Coloniensum', 'BHL 8432b |', 'BHL 8433 | Revelationum B. Iosephi libri 2. Liber I (Epistula ad virgines Christi)', 'BHL 8434 | Revelationum B. Iosephi libri 2. Liber II', 'BHL 8435 | Passio', 'BHL 8436 | Passio. Appendix', 'BHL 8436b |', 'BHL 8436d |', 'BHL 8437 | Epitome', 'BHL 8438 | Epitomae', 'BHL 8439 | Epitomae', 'BHL 8440 | Epitomae (antiquior anno 1500 ?)', 'BHL 8440a | Epitome', 'BHL 8440b |', 'BHL 8441 | Revelationes titularum ss. mm. et vv. Coloniensium auct. Thioderico aedituo Tuitiensi', 'BHL 8442 | Rhythmus', 'BHL 8443 | Rhythmus de miraculis', 'BHL 8444 | Translatio trium corporum ad monasterium Walciodorense an. 1129/1150 (auct. Richero mon. Walciod.)', 'BHL 8445 | Translatio trium corporum ad monasterium Walciodorense an. 1105', 'BHL 8446 | Translatio duorum corporum ad monasterium Zwifaltense an. 1145', 'BHL 8447 | Translatio septem corporum ad monasterium Grandimontense an. 1181, auct. Guillelmo Dandina', 'BHL 8448 | Translatio corporum in monasterium Regalis Montis an. 1261', 'BHL 8449 | Reliquiae a Guillelmo de Ryckel ab. S. Trudonis collectae (auct. ipso Guillelmo)', 'BHL 8450 | Reliquiae a Guillelmo de Ryckel ab. S. Trudonis collectae', 'BHL 8450d |', 'BHL 8450m |', 'BHL 8451 | Miraculum revelatum Iohanni de Warwick erem. in Anglia', 'BHL Ursula |']",['Ursula (3102)'],
Ursulina,Ursulina v. Parmensis,femme,laïc,séculier,Ursulina v. Parmensis,"['BHL 8452 | Vita', 'BHL Ursulina |']",['Ursulina (3103)'],
Ursus01,Ursus presb. Augustae Pretoriae,homme,ecclésiastique,séculier,Ursus presb. Augustae Pretoriae,"['BHL 8453 | Vita', 'BHL 8453b |', 'BHL Ursus01 |']",['Ursus (3105)'],
Ursus02,Ursus ep. Autisiodorensis,homme,ecclésiastique,séculier,Ursus ep. Autisiodorensis,['BHL Ursus02 |'],['Ursus (3106)'],
Ursus03,Ursus ab. Locciensis et Leobatius,homme,ecclésiastique,régulier,Ursus ab. Locciensis et Leobatius ab. Senapariensis,"['BHL 8454 | Vita auct. Gregorio Turon. (Vit. Patrum, XVIII)', 'BHL 8454b |', 'BHL Ursus03 |']","['Leobatius (1851)', 'Ursus (3107)']",
Ursus04,Ursus ep. Ravennas,homme,ecclésiastique,séculier,Ursus ep. Ravennas,"['BHL 8455 | Vita (in Agnelli Lib. pont. eccl. Ravenn., episc. XVI)', 'BHL Ursus04 |']",['Ursus (3108)'],
Ursus05,Ursus ab. S. Cassiani,homme,ecclésiastique,régulier,Ursus ab. S. Cassiani prope Narniam,"['BHL 8455b |', 'BHL Ursus05 |']",['Ursus (3735)'],
Ursus06,Ursus peregrinus conf.,homme,ecclésiastique,séculier,Ursus peregrinus conf.,"['BHL 8455d |', 'BHL Ursus06 |']",['Ursus (3800)'],
Valens,Valens ep. m.,homme,ecclésiastique,séculier,Valens ep. m. cultus in Augia Divite,"['BHL 8456 | Passio', 'BHL Valens |']",['Valens (3109)'],
Valentinus01,Valentinus presb. Ecclesiolae,homme,ecclésiastique,séculier,Valentinus presb. Ecclesiolae prope Molismum,"['BHL 8457 | Vita', 'BHL Valentinus01 |']",['Valentinus (3110)'],
Valentinus02,Valentinus ep. Ianuensis,homme,ecclésiastique,séculier,Valentinus ep. Ianuensis,"['BHL 8458 | Vita', 'BHL 8459 | Inventio, elevatio, miracula', 'BHL Valentinus02 |']",['Valentinus (3111)'],
Valentinus03,Valentinus ep. m. Interamnensis,homme,ecclésiastique,séculier,Valentinus ep. Interamnensis m. Romae,"['BHL 8460 | Vita', 'BHL 8460b | Passio', 'BHL 8461 | Translatio capitis gemmeticum et miracula auct. Baldrico ep. Dolensi', 'BHL Valentinus03 |']",['Valentinus (3112)'],
Valentinus04,Valentinus ep. Pataviensis,homme,ecclésiastique,séculier,Valentinus ep. Raetiarum (al. ep. Pataviensis),"['BHL 8462 | Vita et translatio', 'BHL Valentinus04 |']",['Valentinus (3113)'],
Valentinus05,Valentinus presb. m. Romae,homme,ecclésiastique,séculier,Valentinus presb. m. Romae,"['BHL 8463 | Passio', 'BHL 8464 | Passio', 'BHL 8465 | Passio', 'BHL 8466 | Passio', 'BHL 8466b |', 'BHL Valentinus05 | Epitome']",['Valentinus (3114)'],
Valentinus06,Valentinus et Damianus mm.,homme,ecclésiastique,séculier,"Valentinus ep. Terracinensis et Damianus eius diac., mm. in territorio Teatino","['BHL 8467 | Passio et inventio. Passio', 'BHL 8468 | Passio et inventio. Inventio, translatio, miracula', 'BHL Valentinus06 |']","['Damianus (801)', 'Valentinus (3115)']",
Valentinus07,Valentinus et Hilarius mm. Viterbii,homme,ecclésiastique,séculier,Valentinus et Hilarius mm. Viterbii,"['BHL 8469 | Passio', 'BHL 8470 | Passio. Appendix', 'BHL 8471 | Passio', 'BHL 8472 | Passio. Appendix', 'BHL 8473 | Epitome', 'BHL 8474 | Inventio saec. XIV', 'BHL Valentinus07 |']","['Hilarius (1513)', 'Valentinus (3116)']",
Valeria,Valeria v. m. Lemovicensis,femme,laïc,séculier,Valeria v. m. Lemovicensis,"['BHL 8475 | Sermo in festivitate. Prologus', 'BHL 8476 | Sermo in festivitate. Vita', 'BHL 8477 | Sermo in festivitate. Miracula post translationem an. 985', 'BHL 8478 | Passio', 'BHL 8479 | Passio', 'BHL 8480 | Passio', 'BHL 8481 | Miraculum an. 985', 'BHL Valeria |']",['Valeria (3117)'],
Valerianus01,Valerianus et soc. mm. Romae,homme,laïc,séculier,"Valerianus sponsus S. Caeciliae, Tiburtius et Maximus, mm. Romae","['BHL 8482 | Conversio et Passio', 'BHL 8483 | Conversio et Passio', 'BHL 8483a |', 'BHL 8483b |', 'BHL 8484 | Conversio et Passio', 'BHL 8485 | Conversio et Passio', 'BHL 8486 | Conversio et Passio', 'BHL 8486g |', 'BHL 8486h |', 'BHL 8486m |', 'BHL 8486q |', 'BHL Valerianus01 |']","['Maximus (2154)', 'Tiburtius (3051)', 'Valerianus (3120)']",
Valerianus02,Valerianus m. Trenorchii,homme,laïc,séculier,Valerianus m. Trenorchii,"['BHL 8487 | Miraculum', 'BHL 8488 | Passio (adscripta Baldrico ep. Dolensi)', 'BHL 8489 | Passio, translatio saec. X, miracula, auct. Garnerio mon. Passio', 'BHL 8490 | Passio, translatio saec. X, miracula, auct. Garnerio mon.  Translatio et miracula', 'BHL 8491 | Translationes SS. Valeriani et Philiberti', 'BHL Valerianus02 |']",['Valerianus (3121)'],
Valerianus03,Valerianus ep. m. in Africa,homme,ecclésiastique,séculier,Valerianus ep. m. in Africa,['BHL Valerianus03 |'],['Valerianus (3736)'],
Valerianus04,Valerianus et soc. mm. Forolivii,homme,laïc,séculier,Valerianus et soc. mm. Forolivii,"['BHL 8481d |', 'BHL 8481f |', 'BHL 8481g |', 'BHL Valerianus04 |']",['Valerianus (3737)'],
Valericus,Valericus erem.,homme,ecclésiastique,régulier,Valericus erem. apud Lemovicos,"['BHL 8492 | Laudatio', 'BHL 8493 | Laudatio', 'BHL Valericus |']",['Valericus (3122)'],
Valerius01,Valerius et Valerianus ep. Autisiodorenses,homme,ecclésiastique,séculier,Valerius et Valerianus ep. Autisiodorenses,['BHL Valerius01 |'],"['Valerianus (3119)', 'Valerius (3125)']",
Valerius02,Valerius ep. Caesaraugustanus,homme,ecclésiastique,séculier,Valerius ep. Caesaraugustanus,"['BHL 8494 | Narratio', 'BHL 8494b |', 'BHL 8494d |', 'BHL Valerius02 |']",['Valerius (3126)'],
Valerius03,Valerius ep. Consorannensis,homme,ecclésiastique,séculier,Valerius ep. Consorannensis,"['BHL 8495 | Inventio', 'BHL Valerius03 |']",['Valerius (3127)'],
Valerius04,Valerius archidiac. Lingonensis,homme,ecclésiastique,séculier,Valerius archidiac. Lingonensis m.,"['BHL 8496 | Passio', 'BHL Valerius04 |']",['Valerius (3128)'],
Valerius05,Valerius ab. S. Petri de Montibus,homme,ecclésiastique,régulier,Valerius ab. S. Petri de Montibus in Hispania,"['BHL 8497 | Narrationes Valerii de se ipso', 'BHL 8497a | Epitameron consummationis libri huius', 'BHL Valerius05 |']",['Valerius (3129)'],
Valerius06,Valerius ep. Treverensis,homme,ecclésiastique,séculier,Valerius ep. Treverensis,"['BHL 8498 | Vita (ex BHL 2655)', 'BHL Valerius06 |']",['Valerius (3130)'],
Vallisumbrosae,Vallisumbrosae (Beati Ordinis),homme,indéterminé,régulier,Vallisumbrosae (Beati Ordinis),"['BHL 8498b |', 'BHL Vallisumbrosae |']",['Vallisumbrosae beati (3738)'],
Vamnes,Vamnes m. in Perside,homme,laïc,séculier,Vamnes m. in Perside,"['BHL 8499 | Passio', 'BHL Vamnes |']",['Vamnes (3131)'],
Vasius,Vasius m. Sanctonensis,homme,laïc,séculier,Vasius m. Sanctonensis,"['BHL 8499t |', 'BHL 8500 | Passio', 'BHL Vasius |']",['Vasius (3132)'],
Vedastes,Vedastes ep. Atrebatensis,homme,ecclésiastique,séculier,Vedastes (-us) ep. Atrebatensis,"['BHL 8501 | Vita auct., ut videtur, Iona Bobiensi', 'BHL 8502 | Vita auct., ut videtur, Iona Bobiensi', 'BHL 8503 | Vita auct., ut videtur, Iona Bobiensi', 'BHL 8504 | Clausula vitae auct., ut videtur, Iona Bobbiensi, adhibita ut prologus', 'BHL 8505 | Prologus anonymus vitae auct. Alcuino', 'BHL 8506 | Vita auct. Alcuino', 'BHL 8507 | Vita auct. Alcuino', 'BHL 8508 | Vita auct. Alcuino', 'BHL 8508d |', 'BHL 8508m | Vita', 'BHL 8509 | Sermo auct. Alcuino', 'BHL 8510 | Miracula facta ante med. saec. IX, auct. Haimino mon. S. Vedasti', 'BHL 8510b |', 'BHL 8511 | Sermo in natali auct. Haimino mon. S. Vedasti', 'BHL 8511b |', 'BHL 8512 | Apparitio S. Vedasti med. saec. IX, auct. Huberto presb.', 'BHL 8513 | Miracula facta cca. an. 875-880, auct. Ulmaro (al. Utmaro) aliisque mon. S. Vedasti', 'BHL 8514 | Miracula facta cca. an. 875-880, auct. Ulmaro (al. Utmaro) aliisque mon. S. Vedasti', 'BHL 8515 | Miracula facta cca. an. 875-880, auct. Ulmaro (al. Utmaro) aliisque mon. S. Vedasti', 'BHL 8515d |', 'BHL 8516 | Sermo de relatione a Bellovaco ad Atrebates an. 893', 'BHL 8517 | Sermo de relatione a Bellovaco ad Atrebates an. 893.  Miracula Bellovaci facta', 'BHL 8518 | Miracula facta post an. 893', 'BHL 8518e | Miracula', 'BHL 8519 | Miracula facta saec. XIV', 'BHL Vedastes |']",['Vedastes (3133)'],
Venantius01,Venantius frater S. Honorati,homme,ecclésiastique,séculier,Venantius frater S. Honorati ep. Arelatensis,"['BHL 8520 | Vita', 'BHL Venantius01 |']",['Venantius (3134)'],
Venantius02,Venantius erem. in Artesia,homme,ecclésiastique,séculier,Venantius erem. in Artesia,"['BHL 8521 | Vita (antiqua?)', 'BHL 8522 | Vita (antiqua?)', 'BHL Venantius02 |']",['Venantius (3135)'],
Venantius03,Venantius m. Camerini,homme,laïc,séculier,Venantius m. Camerini,"['BHL 8523 | Passio', 'BHL 8523b |', 'BHL 8524 | Passio', 'BHL 8524a |', 'BHL 8524d |', 'BHL 8525 | Carmen de ablato an. 1259 et relato an. 1269 corpore', 'BHL Venantius03 |']",['Venantius (3136)'],
Venantius04,Venantius ab. Turonensis,homme,ecclésiastique,séculier,Venantius ab. Turonensis,"['BHL 8526 | Vita auct. Gregorio Turon.', 'BHL 8527 | Miraculum', 'BHL Venantius04 |']",['Venantius (3137)'],
Venantius05,Venantius ep. Vivariensis,homme,ecclésiastique,séculier,Venantius ep. Vivariensis,"['BHL 8528 | Vita', 'BHL 8528b | Translatio', 'BHL Venantius05 |']",['Venantius (3138)'],
Venera,Venera v. m.,femme,laïc,séculier,"Venera (al. Veneranda, al. Parasceve) v. m.","['BHL 8529 | Passio', 'BHL 8530 | Passio', 'BHL 8531 | Passio', 'BHL 8531b |', 'BHL Venera |']",['Venera (3139)'],
Venerandus,Venerandus m. Trecis,homme,laïc,séculier,Venerandus m. Trecis,['BHL Venerandus |'],['Venerandus (3141)'],
Venerius01,Venerius ab. Tiburtinus,homme,ecclésiastique,régulier,Venerius ab. Tiburtinus,['BHL Venerius01 |'],['Venerius (3142)'],
Venerius02,Venerius erem. in Tyro maiore insula,homme,ecclésiastique,régulier,Venerius erem. in Tyro maiore insula,"['BHL 8532 | Vita et miracula', 'BHL 8533 | Vita et miracula', 'BHL 8534 | Vita et miracula (accedit translatio Regium Lepidi saec. IX)', 'BHL 8535 | Vita et miracula (accedit translatio Regium Lepidi saec. IX)', 'BHL Venerius02 |']",['Venerius (3143)'],
Venerius03,Venerius ep. Mediolani,homme,ecclésiastique,séculier,Venerius ep. Mediolani,['BHL Venerius03 |'],['Venerius (3756)'],
Venturinus,Venturinus de Bergamo,homme,ecclésiastique,régulier,Venturinus de Bergamo Ord. Praed.,"['BHL 8535d | Narratio Venturini de vita sua', 'BHL 8535f | Vita', 'BHL 8535g | Vita', 'BHL Venturinus |']",['Venturinus (3739)'],
Veranus01,Veranus ep. Cavallicensis,homme,ecclésiastique,séculier,Veranus ep. Cavallicensis,"['BHL 8536 | Vita', 'BHL 8536b |', 'BHL Veranus01 |']",['Veranus (3146)'],
Veranus02,Veranus m. Turonensis,homme,laïc,séculier,Veranus m. Turonensis,"['BHL 8537 | Passio', 'BHL Veranus02 |']",['Veranus (3147)'],
Veranus03,Veranus ep. Venciensis,homme,ecclésiastique,séculier,Veranus ep. Venciensis,"['BHL 8538 | Laudatio', 'BHL Veranus03 |']",['Veranus (3148)'],
Verdiana,Verdiana v. Castelli Florentini,femme,laïc,régulier,Verdiana v. Castelli Florentini,"['BHL 8539 | Vita', 'BHL 8540 | Vita', 'BHL Verdiana |']",['Verdiana (3149)'],
Verecundus,Verecundus m. cultus Eugubii,homme,laïc,séculier,Verecundus m. cultus Eugubii,"['BHL 8540b |', 'BHL 8540c |', 'BHL Verecundus |']",['Verecundus (3740)'],
Veremundus,Veremundus ab. Hirachensis,homme,ecclésiastique,régulier,Veremundus ab. Hirachensis,['BHL Veremundus |'],['Veremundus (3150)'],
Verena,Verena v. m. Zurziaci,femme,laïc,régulier,Verena v. m. Zurziaci,"['BHL 8540t | Vita prior auct. Hattone ab. Augiensi (?)', 'BHL 8541 | Vita et miracula. I. Vita', 'BHL 8542 | Vita et miracula. Miracula.', 'BHL 8543 | Vita metrica', 'BHL Verena |']",['Verena (3151)'],
Verissimus,Verissimus et soc. mm. Ulysippone,mixte,laïc,séculier,"Verissimus, Maxima et Iulia mm. Ulysippone","['BHL 8544 | Passio', 'BHL 8545 | Passio', 'BHL 8546 | Passio', 'BHL 8546b |', 'BHL Verissimus |']","['Iulia (1720)', 'Maxima (2142)', 'Verissimus (3152)']",
Verolus,Verolus presb. Marcennacensis,homme,ecclésiastique,séculier,Verolus presb. Marcennacensis,"['BHL 8547 | Vita, translatio, miracula', 'BHL Verolus |']",['Verolus (3153)'],
Verona,Verona v.,femme,laïc,séculier,Verona v. culta Berthemii prope Lovanium,"['BHL 8548 | Vita', 'BHL Verona |']",['Verona (3154)'],
Veronica,Veronica matrona Hierosolymitana,femme,laïc,séculier,Veronica matrona Hierosolymitana,"['BHL 8549 | Vita', 'BHL Veronica |']",['Veronica (3155)'],
Veronus01,Veronus conf.,homme,laïc,séculier,Veronus conf. cultus Lembecae et Montibus Hannoniae,"['BHL 8550 | Inventio Lembecae an. 1004, miracula, translatio Montes cca. an. 1015, auct. Olberto ab. Gemblacensi', 'BHL Veronus01 |']",['Veronus (3156)'],
Veronus02,Veronus (Veronius) conf.,homme,ecclésiastique,séculier,Veronus (Veronius) conf.,"['BHL 8549d |', 'BHL Veronus02 |']",['Veronus (3741)'],
Viator01,Viator lector eccl. Lugdunensis,homme,laïc,séculier,Viator lector ecclesiae Lugdunensis,['BHL Viator01 |'],['Viator (3157)'],
Viator02,Viator mon. Miciacensis,homme,ecclésiastique,régulier,Viator mon. Miciacensis,"['BHL 8551 | Vita', 'BHL Viator02 |']",['Viator (3158)'],
Vicelinus,Vicelinus ep. Aldenburgensis,homme,ecclésiastique,séculier,Vicelinus ep. Aldenburgensis,"['BHL 8552 | Vita metrica adscripta Sidoni praeposito Novi Monasterii', 'BHL 8553 | Epistula Sidonis', 'BHL 8554 | Translatio an. 1332', 'BHL 8555 | Carmen', 'BHL 8556 | Carmen', 'BHL Vicelinus |']",['Vicelinus (3159)'],
Vicinius,Vicinius ep. Saxenatensis,homme,ecclésiastique,séculier,Vicinius ep. Saxenatensis,"['BHL 8557 | Vita', 'BHL Vicinius |']",['Vicinius (3160)'],
Victor01,Victor I p.,homme,ecclésiastique,séculier,Victor I papa,['BHL Victor01 |'],['Victor (3162)'],
Victor02,Victor III p.,homme,ecclésiastique,séculier,Victor III papa,"['BHL 8558 | Vita auct. Leone Marsicano et Petro diac. monachis Casinensibus', 'BHL Victor02 |']",['Victor (3163)'],
Victor03,Victor et Corona mm. in Aegypto (al. in Syria),mixte,laïc,séculier,Victor et Corona mm. in Aegypto (al. in Syria),"['BHL 8559 | Passio', 'BHL 8559b |', 'BHL 8560 | Passio', 'BHL 8560b |', 'BHL 8561 | Passio', 'BHL 8561b |', 'BHL 8562 | Passio', 'BHL 8562b |', 'BHL 8562d |', 'BHL 8563 | Passio', 'BHL Victor03 |']","['Corona (751)', 'Victor (3803)']",
Victor04,Victor presb. in Campania Gallica,homme,ecclésiastique,séculier,Victor presb. Archiaci in Campania Gallica,"['BHL 8564 | Vita', 'BHL 8564d |', 'BHL Victor04 |']",['Victor (3164)'],
Victor05,Victor m. Bracarensis,homme,laïc,séculier,Victor m. Bracarensis,['BHL Victor05 |'],['Victor (3165)'],
Victor06,Victor m. Cerasii,homme,laïc,séculier,Victor m. Cerasii in Castella Veteri,"['BHL 8566 | Passio (antiqua tota?)', 'BHL 8567 | Passio auct. Andrea Cerasiano', 'BHL Victor06 |']",['Victor (3166)'],
Victor07,Victor et soc. mm. Emeritenses,homme,laïc,séculier,Victor et soc. mm. Emeritenses,"['BHL 8568 | Passio (antiqua?)', 'BHL Victor07 |']",['Victor (3167)'],
Victor08,Victor et soc. mm. Massilienses,homme,laïc,séculier,Victor et soc. mm. Massilienses,"['BHL 8569 | Passio', 'BHL 8570 | Passio', 'BHL 8571 | Passio', 'BHL 8571a |', 'BHL 8572 | Passio', 'BHL 8573 | Passio metrica adscripta Marbodo ep. Redonensi, al. Hugoni ep. Lingonensi', 'BHL 8574 | Epitomae', 'BHL 8575 | Miracula', 'BHL 8576 | Miracula', 'BHL 8577 | Pars capitis translata Cpolim et inde Parisios', 'BHL 8578 | Pars capitis translata Cpolim et inde Parisios', 'BHL 8579 | Miraculum factum Parisiis an. 1302', 'BHL Victor08 |']",['Victor (3168)'],
Victor09,Victor Maurus m.,homme,laïc,séculier,Victor Maurus m. Mediolani,"['BHL 8580 | Passio auct. Pseudo-Maximiano notario', 'BHL 8581 | Passio auct. Pseudo-Maximiano notario', 'BHL 8582 | Passio auct. Pseudo-Maximiano notario', 'BHL 8583 | Miraculum', 'BHL Victor09 |']",['Victor (3169)'],
Victor10,Victor et Corona mm. in Sicilia,mixte,laïc,séculier,Victor et Corona (al. Stephana) mm. in Sicilia,['BHL Victor10 |'],"['Corona (752)', 'Victor (3170)']",
Victor11,Victor et Ursus mm. Thebaei Salodori,homme,laïc,séculier,Victor et Ursus mm. Thebaei Salodori in Helvetia,"['BHL 8584 | Passio (Victoris et Ursi). Passio, translatio saec. V extr., inventio saec. VII in.', 'BHL 8585 | Passio (Victoris et Ursi). Miracula', 'BHL 8586 | Passio (Victoris et Ursi)', 'BHL 8587 | Passio (Ursi et Victoris)', 'BHL 8588 | Passio (Ursi et Victoris)', 'BHL Victor11 |']","['Ursus (3104)', 'Victor (3171)']",
Victor12,Victor et soc. mm. Thebaei Xantis,homme,laïc,séculier,"Victor et soc. mm. Thebaei Sanctis (Xantis, Troiae) prope Coloniam","['BHL 8589 | Passio', 'BHL 8590 | Passio, translatio etc. auct. Adolpho duce Clevensi (+ 1448)', 'BHL 8590b | Libellus de translatione S. Victoris Xanctis an. 1464 habita, auct. Arnoldo Heymericio Clivensi, decano Xanctensi', 'BHL Victor12 |']",['Victor (3172)'],
